"Item type","Authors","Title","Journal","Publication year","Volume","Issue","Pages","Publisher","Address","Date published","ISBN","ISSN","ISSN (alt.)","URLs","Abstract","Keywords","Series"
"Journal Article","Stathacopoulou R,Grigoriadou M,Magoulas GD,Samarakou M","","Information Sciences","2005","170","2-4","273-307 - 273 - 307","","","2005-02-25","","0020-0255","","https://search.ebscohost.com/login.aspx?direct=true&db=edselc&AN=edselc.2-52.0-13244299340&site=eds-live&scope=site&authtype=sso&custid=cjrlc016","","Discovery learning environments, Fuzzy logic, Intelligent learning environments, Intelligent tutoring systems, Learning styles, Neural networks, Student diagnosis, Student modelling, Uncertainty management",""
"Journal Article","Pek PK,Poh KL","","International Journal of Information Technology & Decision Making (IJITDM)","2005","","02","207","","","2005","","","","https://search.ebscohost.com/login.aspx?direct=true&db=edsrep&AN=edsrep.a.wsi.ijitdm.v04y2005i02ns0219622005001489&site=eds-live&scope=site&authtype=sso&custid=cjrlc016","In computerized tutoring, the pace of instruction is related to the student's mastery levels of the learning objectives. The observable student's behavior that can be used to measure his knowledge is usually his responses to test items. Unobservable variables that are related to learner's motivation can affect learning but are difficult to quantify. In comparison with other decision-theoretic tutoring systems, the novelties of this research are: (1) the efficiency-centric approach to develop the Bayesian networks; (2) the formulation of utility values for different tutoring outcomes that are independent of past actions and to satisfy the separability condition; (3) the development of a common measure for student's mastery levels and item difficulties; and (4) the generation of optimal policies in polynomial time. A prototype web-based tutoring system, known asiTutor, incorporating the novelties has been developed for engineering mechanics. Formative evaluations ofiTutorhave shown encouraging results.","Student model, Bayesian network, decision analysis, item selection",""
"Miscellaneous","Wu YW,Wu ZH,Li JL","","","2005","","","","IEEE","","2005-01-01","","","","https://search.ebscohost.com/login.aspx?direct=true&db=edseee&AN=edseee.1527512&site=eds-live&scope=site&authtype=sso&custid=cjrlc016","A personalized intelligent question answering algorithm is put up, which takes learners' personality into account based on learners' information. By introducing principal component analysis, the algorithm got comprehensive variables, and constructed the learner model. Subsequently, the paper analyzed how to integrate the learner's characteristic and his question using harmony theory to dynamically produce a question model. Using the question model, this algorithm obtained the parameters of answer depth and presentation pattern adapted to the learner's personality. Finally, according to parameters, personalized answer was matched for the learner by the application of adaptive neuron-fuzzy inference system (ANFIS). For that reason, the personalized intelligent question answering algorithm is able to make learners understand the answer better, and guarantee the efficiency of intelligent question answering.","",""
"Journal Article","Tattersall C,Manderveld J,Berg B,Es R,Janssen J,Koper R","Self Organising Wayfinding Support for Lifelong Learners","Education & Information Technologies","2005","10","1/2","111-123","","","2005-01","","1360-2357","","https://search.ebscohost.com/login.aspx?direct=true&db=eue&AN=16947882&site=eds-live&scope=site&authtype=sso&custid=cjrlc016","Lifelong learning puts learner self-direction centre-stage. However, increased responsibility should not come at the price of over-burdening or abandonment of learners as they progress along their learning journey. This paper introduces an approach to wayfinding support for lifelong learners based on self-organisation theory. It describes an architecture which supports the recording, processing and presentation of collective learner behaviour designed to create a feedback loop informing learners of successful paths towards the attainment of learning goals. The approach is presented as an alternative to methods of achieving adaptation in hypermedia-based learning environments which involve learner modelling. The article concludes with a discussion of the questions being addressed in our ongoing research. [ABSTRACT FROM AUTHOR]","Learning, Behavior, Urban planning, Architecture, Architectural design, Construction industry",""
"Journal Article","Schewe KD,Thalheim B,Binemann-Zdanowicz A,Kaschek R,Kuss T,Tschiedel B","","Education and Information Technologies: The Official Journal of the IFIP Technical Committee on Education","2005","10","1-2","83-110","","","2005-01-01","","1360-2357","1573-7608","https://search.ebscohost.com/login.aspx?direct=true&db=edssjs&AN=edssjs.DFBE3C18&site=eds-live&scope=site&authtype=sso&custid=cjrlc016","Starting from a general framework for web-based e-learning systems that is based on an abstraction layer model, this paper presents a conceptual modelling approach, which captures the modelling of learners, the modelling of courses, the personalisation of courses, and the management of data in e-learning systems. Courses are modelled by outline graphs, which are further refined by some form of process algebra. The linguistic analysis of word fields referring to an application domain helps to set up these course outlines. Learners are modelled by classifying value combinations for their characteristic properties. Each learner type gives rise to intentions as well as rights and obligations in using a learning system. Intentions can be formalised as postconditions, while rights and obligations lead to deontic constraints. The intentions can be used for the personalisation of the learning system to a learner type. Finally, the management of data in an e-learning system is approached on two different levels dealing with the content of individual learning units and the integrated content of the whole system, respectively. This leads to supporting databases and views defined on them.","e-learning systems, course modelling, learner modelling, personalisation, content management",""
"Journal Article","Wittmann MC,Morgan JT,Bao LEI","","European journal of physics","2005","26","6","939-950","","","2005-01-01","","0143-0807","","https://search.ebscohost.com/login.aspx?direct=true&db=edscal&AN=edscal.17252124&site=eds-live&scope=site&authtype=sso&custid=cjrlc016","We report on a multi-year, multi-institution study to investigate students' reasoning about energy in the context of quantum tunnelling. We use ungraded surveys, graded examination questions, individual clinical interviews and multiple-choice exams to build a picture of the types of responses that students typically give. We find that two descriptions of tunnelling through a square barrier are particularly common. Students often state that tunnelling particles lose energy while tunnelling. When sketching wavefunctions, students also show a shift in the axis of oscillation, as if the height of the axis of oscillation indicated the energy of the particle. We find inconsistencies between students' conceptual, mathematical and graphical models of quantum tunnelling. As part of a curriculum in quantum physics, we have developed instructional materials designed to help students develop a more robust and less inconsistent picture of tunnelling, and present data suggesting that we have succeeded in doing so.","Physics, Physique, Theoretical physics, Physique théorique, Sciences exactes et technologie, Exact sciences and technology, Physique, Physics, Generalites, General, Communication, éducation, histoire et philosophie, Communication, education, history, and philosophy, Littérature et publications en physique, Physics literature and publications, Etudes et articles d'enseignants, correspondance d'experts, Surveys and tutorial papers, resource letters, Physique générale, General physics, Enseignement supérieur, Higher education, Enseñanza superior, Fonction onde, Wave functions, Modèle mathématique, Mathematical models, Perte énergie, Energy losses, Physique, Physics",""
"Miscellaneous","Kelly D,Tangney B","","","2005","","","","IEEE","","2005-01-01","","","","https://search.ebscohost.com/login.aspx?direct=true&db=edseee&AN=edseee.1508590&site=eds-live&scope=site&authtype=sso&custid=cjrlc016","Research on learning has shown that students learn differently and that they prefer to use different type of resources. Adaptive educational systems can support different learning characteristics by building a model of the student's learning behaviour and subsequently adapting the learning environment to match different needs. However major challenges exist, as it is not clear how a student model of learning style can be accurately built. One solution may be in the use of machine learning techniques. This paper presents 'First Aid For You', a novel adaptive educational system that dynamically determines learning style using machine learning techniques. The paper describes how it uses the Feider & Solomon Index of Learning Style to design an environment for different learning styles. It also describes how, as the student interacts with the learning environment, it uses the Naive Bayes algorithm to predict the student's preferred learning style and adaptively customize the learning environment.","",""
"Miscellaneous","Ueno M","","","2005","","","","IEEE","","2005-01-01","","","","https://search.ebscohost.com/login.aspx?direct=true&db=edseee&AN=edseee.1508645&site=eds-live&scope=site&authtype=sso&custid=cjrlc016","This paper proposes a LMS (learning management system) with intelligent agent to provide effective adaptive messages to a learner. The unique features of this paper are shown as follows: The agent system proposed in this paper has a learner model, which is automatically and continually constructed by applying the decision tree model constructed from the learning histories data stored in the data-base. The constructed leaner model predicts a learner's future final status (1. Failed, 2. Abandon, 3. Successful, 4.Excellent) using his/her current learning history data. The constructed leaner model becomes more exact as the amount of data accumulated in the database increases. The agent system presents the optimal instructional message based on the learner's predicted future state. The agent provides some attention cues according to Ueno (2004) at the timing when a learner begins to be bored with his/her learning. In addition, this paper demonstrates the effectiveness of this system through actual e-learning classes.","",""
"Miscellaneous","Hatzilygeroudis I,Giannoulis C,Koutsojannis C","","","2005","","","","IEEE","","2005-01-01","","","","https://search.ebscohost.com/login.aspx?direct=true&db=edseee&AN=edseee.1508666&site=eds-live&scope=site&authtype=sso&custid=cjrlc016","In this paper, we present a Web-based intelligent education system to help students in the context of an AI course. We concentrate on the adaptivity and student evaluation aspects of the system. Adaptivity refers to the capability of the system to adapt teaching to student needs, specified by the student model characteristics. Student evaluation refers to the evaluation of the knowledge level of a student, which is one of the most important characteristics, with regards to taught concepts. Adaptive hypermedia techniques, like graphical link annotation, and an intelligent technique, i.e. a rule-based expert system, are used to achieve the above goals. An evaluation of the system showed encouraging results as far as its usability and learning are concerned.","",""
"Miscellaneous","Bica F,Verdin R,Vicari RM","","","2005","","","","IEEE","","2005-01-01","","","","https://search.ebscohost.com/login.aspx?direct=true&db=edseee&AN=edseee.1508741&site=eds-live&scope=site&authtype=sso&custid=cjrlc016","This article presents InteliWeb, an intelligent e-learning system, which has an agent responsible for promoting the sense of self-efficacy and motivating the student. Self-efficacy means the student's belief on his own capacity of performing a task. This belief affects his behavior, motivation, affectivity and the choices he makes. This environment is composed of the student model manager agent (SMM) and of an animated pedagogical agent and offers instructional material on biological sciences implemented with servlets and JSP pages.","",""
"Miscellaneous","Wang E,Kim YS","","","2005","","","","IEEE","","2005-01-01","","","","https://search.ebscohost.com/login.aspx?direct=true&db=edseee&AN=edseee.1508743&site=eds-live&scope=site&authtype=sso&custid=cjrlc016","Visual reasoning is an essential skill for many disciplines in engineering and architecture. We describe an intelligent tutoring system for visual reasoning that uses the missing view problem, a learning contents model based on skills, lessons, and problems, and a learner model that measures domain competence as a set of skills. Learning contents and pedagogical teaching strategy are stored in ontologies, which can be customized by the teacher.","",""
"Miscellaneous","Chatti MA,Klamma R,Quix C,Kensche D","","","2005","","","","IEEE","","2005-01-01","","","","https://search.ebscohost.com/login.aspx?direct=true&db=edseee&AN=edseee.1508758&site=eds-live&scope=site&authtype=sso&custid=cjrlc016","Our shared belief is that learning, like other human activities, cannot and is not confined within rigidly defined course systems or learning repositories, inclosing learning resources which cannot be tailored to the different learner's needs, skills, interests, preferences, goals, etc. Therefore, a learning environment, besides supporting communication between knowledge providers and consumers, has to be organized in a flexible manner based on different learner profiles. Learner modeling has become a highly challenging task to provide personalized, adaptive and context-based learning. The work presented in this paper addresses this issue by providing a meta-level solution for the description, transformation and matching of learner models, based on standards such as IMS LIP, IEEE PAPI, XML to foster the reuse and exchange of learner models between learning platforms, both by universities and corporations.","",""
"Miscellaneous","Chengling Z,Zhimei S,Qingtang L,Chaowang S,Dandan S","","","2005","","","","IEEE","","2005-01-01","","","","https://search.ebscohost.com/login.aspx?direct=true&db=edseee&AN=edseee.1508792&site=eds-live&scope=site&authtype=sso&custid=cjrlc016","This paper discusses the strategies of initializing student model on the basis of student model. Firstly, it explores the student model and evaluation strategies, and introduces the model. Secondly, it describes the initializing parameters of student model. And at last, it simulates the model by using object-oriented programming, evaluates this system based on its application and points out the future work.","",""
"Miscellaneous","Al-Dujaily A,Ryu H,Kamal","","","2005","","","","IEEE","","2005-01-01","","","","https://search.ebscohost.com/login.aspx?direct=true&db=edseee&AN=edseee.1508878&site=eds-live&scope=site&authtype=sso&custid=cjrlc016","It is believed that a student model is the fundamental component in an intelligent tutoring system that captures and maintains information about the student. Most work on student models describes the student's understanding of any domain. A few works were done on studying student's individual features; however, little has been investigated on personality features due to the difficulty of encompassing all the different personality features. In this context, this paper aims to answer what personal characteristics of Arab students might contribute to this problem. A study using MBTI questionnaire model was conducted in at Dhofar University in Oman to understand Arab student's personality features.","",""
"Miscellaneous","Pena A","","","2005","","","","IEEE","","2005-01-01","","","","https://search.ebscohost.com/login.aspx?direct=true&db=edseee&AN=edseee.1385197&site=eds-live&scope=site&authtype=sso&custid=cjrlc016","The evolution of the computer supported collaborative learning (CSCL) implies the definition and managing of a student model (SM) regarding the collaborative group of learners capable to represent the cognitive state achieved in the knowledge domain acquired from the learner experiences. This model is composed by two levels, one oriented to represent the SM of each learner, and the other to recreate the SM of the team that have been learning by an a collaborative strategy. In order to accomplish this challenge, the proposal depicts cognitive maps (CM) to represent the concepts and their relationships that are involved in the considerations of the learners and the whole team. With this approach, it is possible to deal with multiples perspectives and try to ensemble them in an integral view, developing the levels of student modeling in a collaborative fashion.","",""
"Journal Article","Pek PK,Poh KL","","International Journal of Information Technology and Decision Making","2005","4","2","207-233 - 207 - 233","","","2005-01-01","","0219-6220","","https://search.ebscohost.com/login.aspx?direct=true&db=edselc&AN=edselc.2-52.0-33746242086&site=eds-live&scope=site&authtype=sso&custid=cjrlc016","","Bayesian network, Decision analysis, Item selection, Student model",""
"Journal Article","Kutay C,Ho P","Designing Agents for Feedback Using the Documents Produced in Learning","International Journal on E-Learning","2005","4","1","21-38","","","2005-01","","1537-2456","","https://search.ebscohost.com/login.aspx?direct=true&db=edo&AN=17028532&site=eds-live&scope=site&authtype=sso&custid=cjrlc016","This article reports on research, which is based on the premise that the main aim of teaching is to provide appropriate feedback to students as they learn. Human tutors make this process easier by asking students what they are thinking about a topic, then relate the answer to this stage or context of their learning. Hence, the first Computer Supported Learning systems were based on a tutorial question-answer format. Since then research has branched out into Learner Modelling and Intelligent Agents to support learning in more open systems. This article looks at computers emulating mentors who analyse the student's documented activities to provide feedback. The activities are analysed using a methodology that looks at the Human-Computer-Human Interface, and a pattern structure is developed, which is based on an ontology of group learning. Agents are designed and implemented using this structure to analyse synchronous and asynchronous group learning processes and to provide feedback. The)","TEACHING, PSYCHOLOGICAL feedback, LEARNING, COMPUTER assisted instruction, PHILOSOPHY of education, PSYCHOLOGY of learning, EDUCATION research, ARTIFICIAL intelligence",""
"Miscellaneous","Zhao C,Sun Z,Liu Q,Shang C,Shen D","","","2005","","","","IEEE","","2005-01-01","","","","https://search.ebscohost.com/login.aspx?direct=true&db=edseee&AN=edseee.1612143&site=eds-live&scope=site&authtype=sso&custid=cjrlc016","Although the online network educational system provides lots of learning resources, its application is limited for personalized service. How to satisfy the learners with their personalized needs, initializing student model is the research's primary problem of e-learning. We introduce a framework of initializing student model which aims at the personalized information of learner and evaluation strategies. At last, we develop a prototype of initializing student model system in order to test our framework's feasibility","",""
"Miscellaneous","Colace F,De Santo M,Iacone M","","","2005","","","","IEEE","","2005-01-01","","","","https://search.ebscohost.com/login.aspx?direct=true&db=edseee&AN=edseee.1612110&site=eds-live&scope=site&authtype=sso&custid=cjrlc016","Thanks to the technological improvements of recent years, distance education today represents a real and effective tool for integrate (and sometimes substitute) the traditional formative processes. In literature, it is widely recognized that an important component of this success is related with the ability ""to customize"" the learning process for the specific needs of a given learner. This ability is still far to have been reached and there is a lot of interest in investigating new approaches and tools to adapt the formative process on the specific individual needs. In this paper, we present and discuss a model to capture information about learning style and capabilities of students; this information is successively used to select the most suitable learning objects and to arrange them in ""adapted"" learning paths. We discuss experimental results in using our approach","",""
"Miscellaneous","Najjar M,Mayers A","","","2005","","","","IEEE","","2005-01-01","","","","https://search.ebscohost.com/login.aspx?direct=true&db=edseee&AN=edseee.1612053&site=eds-live&scope=site&authtype=sso&custid=cjrlc016","This paper presents a work in progress whose purpose is to model the handled, acquired, correct and erroneous knowledge of individual learners engaged in learning activities through virtual learning environments. This knowledge is represented according to a cognitive-computational model which also serves to represent the domain knowledge via an authoring tool. The latter generates structures that allow the tutor to provide an effective feedback to improve significantly the cognitive level of the learner","",""
"Miscellaneous","Noguez J,Sucar LE","","","2005","","","","IEEE","","2005-01-01","","","","https://search.ebscohost.com/login.aspx?direct=true&db=edseee&AN=edseee.1592194&site=eds-live&scope=site&authtype=sso&custid=cjrlc016","We have developed an intelligent tutoring system coupled with a virtual laboratory, which constitute a semi-open learning environment. This environment provides the student with the opportunity to learn through exploration within a virtual laboratory, while achieving the expected learning objectives. The key element of this environment is a novel representation for the student model based on probabilistic relational models. This student model has several advantages: flexibility, user adaptability, high modularity and facilities for model construction for different scenarios. The model keeps track of the students' knowledge at different levels of granularity, combining the performance and exploration behavior in several experiments, to decide the best way to guide the student in following experiments, and to re-categorize the students based on the results. We have implemented a tutor for a virtual robotics laboratory, and evaluated the system with an initial group of 20 students. The results show that students who explore the virtual environment with the help of the tutor have a better academic skills, and also that the predictions of the student model are generally accurate.","",""
"Journal Article","Suraweera P,Mitrovic A","An Intelligent Tutoring System for Entity Relationship Modelling","International Journal of Artificial Intelligence in Education (IOS Press)","2004","14","3/4","375-417","","","2004-10","","1560-4292","","https://search.ebscohost.com/login.aspx?direct=true&db=edb&AN=15285842&site=eds-live&scope=site&authtype=sso&custid=cjrlc016","The paper presents KERMIT, a Knowledge-based Entity Relationship Modelling Intelligent Tutor. KERMIT is a problem-solving environment for the university-level students, in which they can practise conceptual database design using the Entity-Relationship data model. KERMIT uses Constraint-Based Modelling (CBM) to model the domain knowledge and generate student models. We have used CBM previously in tutors that teach SQL and English punctuation rules. The research presented in this paper is significant because we show that CBM can be used to support students learning design tasks, which are very different from domains we dealt with in earlier tutors. The paper describes the system's architecture and functionality. The system observes students' actions and adapts to their knowledge and learning abilities. KERMIT has been evaluated in the context of genuine teaching activities. We present the results of two evaluation studies with students taking database courses, which show that KERMIT is)","INTELLIGENT tutoring systems, ENTITY-relationship modeling, COMPUTERS & college students, KNOWLEDGE management, ARTIFICIAL intelligence in education",""
"Journal Article","Zapata-Rivera JD,Greer J","Inspectable Bayesian student modelling servers in multi-agent tutoring systems","International Journal of Human-Computer Studies","2004","61","4","535-563","","","2004","","1071-5819","","https://search.ebscohost.com/login.aspx?direct=true&db=asn&AN=14247703&site=eds-live&scope=site&authtype=sso&custid=cjrlc016","User modelling shells and learner modelling servers have been proposed in order to provide reusable user/student model information over different domains, common inference mechanisms, and mechanisms to handle consistency of beliefs from different sources. Open and inspectable student models have been investigated by several authors as a means to promote student reflection, knowledge awareness, collaborative assessment, self-assessment, interactive diagnosis, to arrange groups of students, and to support the use of students’ models by the teacher.This paper presents SModel, a Bayesian student modelling server used in distributed multi-agent environments. SModel server includes a student model database and a Bayesian student modelling component. SModel provides several services to a group of agents in a CORBA platform. Users can use ViSMod, a Bayesian student modelling visualization tool, and SMV, a student modelling database viewer, to visualize and inspect distributed Bayesian student)","RESEARCH, MATHEMATICAL models, STUDENTS, VISUAL perception",""
"Journal Article","Kukla E,Nguyen NT,Danilowicz C,Sobecki J,Lenar M","","Interactive Technology and Smart Education","2004","1","3","171-184","","","2004-08-31","","1741-5659","","https://search.ebscohost.com/login.aspx?direct=true&db=edsemr&AN=edsemr.10.1108.17415650480000021&site=eds-live&scope=site&authtype=sso&custid=cjrlc016","In this paper a conception of the model for learning scenario determination is presented. We define the learning scenario as a sequence of the hypermedia pages, representing particular knowledge units, and tests related to them. The scenario determination is a dynamic process that begins when a new student takes up a course. The opening scenario for this student is chosen as the consensus of the final scenarios of the students, who have already finished this course, and who belong to a class of the learners similar to the new one. We have elaborated the consensus‐based procedure for the scenario determination. Since this procedure operates on a set of similar learners, we have developed the conceptions of learner’s profile and students’ classification. The learner’s profile is proposed to include the attributes describing students’ personal data (as name, birthday etc.), their cognitive and learning styles as well as their usage data (represented by the learning scenarios). The students’ classification is based on a set of the basic attributes that seem to influence the learning effects. Their significance is verified during the learning process. We have also elaborated the procedure of reducing undistinguishable values of the attribute and removing useless attributes from the set of basic attributes. A learning procedure proposed, describes generally the situations when the scenario is modified, and the methods used for its modification.","research-article, Research paper, cat-EDUN, Education, cat-IKM, Information & knowledge management, cat-TLNG, Technology & learning, cat-ICT, Information & communications technology, cat-ISYS, Information systems, cat-CTEG, Communications technology, Intelligent tutoring system, Multimedia learning environment, Adaptive classification, Student model, Consensus method",""
"Journal Article","Negoita MG,Pritchard D","","Interactive Technology and Smart Education","2004","1","3","195-204","","","2004-08-31","","1741-5659","","https://search.ebscohost.com/login.aspx?direct=true&db=edsemr&AN=edsemr.10.1108.17415650480000023&site=eds-live&scope=site&authtype=sso&custid=cjrlc016","Education is increasingly using Intelligent Tutoring Systems (ITS), both for modelling instructional and teaching strategies and for enhancing educational programs. The first part of the paper introduces the basic structure of an ITS as well as common problems being experienced within the ITS community. The second part describes WITNeSS ‐ an original hybrid intelligent system using Fuzzy‐Neural‐GA techniques for optimising the presentation of learning material to a student. The original work in this paper is related to the concept of a “virtual student”. This student model, modelled using fuzzy technologies, will be useful for any ITS, providing it with an optimal learning strategy for fitting the ITS itself to the unique needs of each individual student. In the third part, experiments focus on problems developing a “virtual student” model, which simulates, in a rudimentary way, human learning behaviour. Part four finishes with concluding remarks.","research-article, Research paper, cat-EDUN, Education, cat-IKM, Information & knowledge management, cat-TLNG, Technology & learning, cat-ICT, Information & communications technology, cat-ISYS, Information systems, cat-CTEG, Communications technology, Intelligent Tutoring Systems, hybrid intelligent systems, fuzzy systems, neural networks, Intelligent learning systems",""
"Journal Article","Mislevy RJ","Toulmin and Beyond: Commentary on Michael Kane's ""Certification Testing as an Illustration of Argument-Based Validation""","Measurement","2004","2","3","185-191","","","2004-08","","1536-6367","","https://search.ebscohost.com/login.aspx?direct=true&db=edb&AN=13907147&site=eds-live&scope=site&authtype=sso&custid=cjrlc016","In ""Certification Testing as an Illustration of Argument-Based Validation,"" researcher Michael Kane adopts the perspective of argumentation to validating certification tests. He reviews the history of validation as argumentation, with an emphasis on construct validity. A key idea is that a mass of heterogeneous evidence becomes comprehensible only through the flow of narrative, a story, as it were, that left its trace of physical and testimonial evidence--actually, stories rather than story. Insights into how people acquire and use knowledge are increasingly important for assessment, as they define targets of instruction. Performances such as simulation-based problem solving and documentation of teaching practices call for student models more complex than overall proficiency in a domain of tasks and interactive or multifaceted tasks that do not produce single conditionally independent scores.","EXAMINATIONS, TEACHING, PROBLEM solving, DECISION making, CERTIFICATION, SIMULATION methods & models, KANE, Michael",""
"Journal Article","Lin T","","International Journal of Web Based Communities","2004","1","1","103","","","2004-07-07","","1477-8394","","https://search.ebscohost.com/login.aspx?direct=true&db=edsinc&AN=edsinc.A143294799&site=eds-live&scope=site&authtype=sso&custid=cjrlc016","Byline: Taiyu Lin Virtual learning environments acquire learner profile for providing adaptivity features. Although sophisticated student modelling techniques are available in the literature for this purpose, they typically focus on performance of the learners. Individual cognitive attributes have largely been ignored till now. This paper describes a complementary approach that considers cognitive traits of learners that are in nature quite stable over one's lifetime. Individual profiling of learners' cognitive traits and cumulative analysis of various profiles within learners' communities have potential for adaptive systems to provide adaptivity not only to individual learners, but also to overarching web-based learning communities.","Online education -- Methods, Cognitive learning -- Methods, High technology industry",""
"Journal Article","Zapata-Rivera JD,Greer JE","Interacting with Inspectable Bayesian Student Models","International Journal of Artificial Intelligence in Education (IOS Press)","2004","14","2","127-163","","","2004-07","","1560-4292","","https://search.ebscohost.com/login.aspx?direct=true&db=edb&AN=14203631&site=eds-live&scope=site&authtype=sso&custid=cjrlc016","Inspectable student models focus on the idea of letting students and teachers interact with the representation of the student that the system maintains. Both humans and the system can benefit from this interaction. By externalizing the student model and making it an object for inspection, several representational and interaction issues arise. This paper presents ViSMod (Visualization of Bayesian Student Models) an integrated tool to visualize and inspect distributed Bayesian student models. Using ViSMod, students and teachers can understand, explore, inspect, and modify Bayesian student models. ViSMod offers a practical tool that helps students and teachers to engage in negotiated assessment processes. Student models in ViSMod follow the Bayesian belief net backbone structure proposed by Reye (1996), which describes both cognitive and social aspects of the student. In addition, we report on a usability study of the ViSMod tool and an exploratory study focused on the effects of employi)","TEACHER-student relationships, COMPUTER systems, EDUCATIONAL technology, EDUCATIONAL innovations, STUDENTS, TEACHERS",""
"Journal Article","Ghaoui C,Janvier WA","Interactive E-Learning","International Journal of Distance Education Technologies","2004","2","3","26-35","","","2004","","1539-3100","","https://search.ebscohost.com/login.aspx?direct=true&db=asx&AN=13575453&site=eds-live&scope=site&authtype=sso&custid=cjrlc016","This paper introduces the concept of improving student memory retention using a distance learning tool by establishing the student's communication preference and learning style before the student uses the module contents. It argues that incorporating a distance learning tool with an intelligent/interactive tutoring system using various components (psychometric tests, communication preference, learning styles, mapping learning/teaching styles, neurolinguistic programming language patterns, subliminal text messaging, motivational factors, novice/expert factor, student model, and the way we learn) combined in WISDeM to create a human-computer interactive interface distance learning tool does indeed enhance memory retention. The authors show that WISDeM's initial evaluation indicates that a student's retained knowledge has been improved from a mean average of 63.57% to 71.09% -- moving the student from a B to an A. [ABSTRACT FROM AUTHOR], Copyright of International Journal of Distance Ed)","DISTANCE education, TUTORS & tutoring, HUMAN-computer interaction, LONG-term memory, EDUCATION, communication performance, distance learning tool, human-computer interactive interface, interactive intelligent tutoring system, learning styles, memory retention, motivational factors, neurolinguistic programming language patterns, novice/expert factor, remembering, student model, subliminal text messaging, teaching styles",""
"Journal Article","Bontcheva K,Dimitrova V","EXAMINING THE USE OF CONCEPTUAL GRAPHS IN ADAPTIVE WEB-BASED SYSTEMS THAT AID TERMINOLOGY LEARNING","International Journal on Artificial Intelligence Tools","2004","13","2","299-331","","","2004","","0218-2130","","https://search.ebscohost.com/login.aspx?direct=true&db=asx&AN=13621449&site=eds-live&scope=site&authtype=sso&custid=cjrlc016","This paper discussed the use of Conceptual Graphs (CGs) for implementing tasks employed in web-based educational systems that aid terminology learning. Specifically, we focus on two critical issues in intelligent tutoring - student diagnosis and generation of adaptive explanations. Both tasks are demonstrated in terminological domains where learners have to familiarize themselves with concepts in a specific subject area (e.g. computing, finance, chemistry). Based on CG reasoning, robust and computationally tractable algorithms for student modelling and adaptive explanation generation are defined. Two intelligent systems are presented — STyLE-OLM and HYLITE+. STyLE-OLM is an interactive learner modelling system that extracts extended models of the learners' cognition. HYLITE+ is a natural language generation system that generates adaptive Web pages based on a learner model(LM). The two systems are complementary and have been implemented separately. However, considered together they cov)","ONLINE education, GRAPHIC methods, LEARNING, TERMS & phrases, COMPUTER assisted instruction, EDUCATION, adaptive web explanations, Conceptual graphs, learning technical terminology, student modelling",""
"Journal Article","McCalla G","","Journal of Interactive Media in Education","2004","2004","1","","","","2004-05-01","","1365-893X","","https://search.ebscohost.com/login.aspx?direct=true&db=edsdoj&AN=edsdoj.9085f829dd514cf9b6a08919309c2a90&site=eds-live&scope=site&authtype=sso&custid=cjrlc016","Abstract: The semantic web movement has grown around the need to add semantics to the web in order to make it more usable by people and by information systems. In this paper I argue that even more important than semantics is pragmatics; that is, to really enhance web usability it is critical to capture and react to aspects of the end use context. Most centrally, to make the web truly responsive to human needs, we need to understand the ""users"" of the web and their purposes for using it. In this paper I elaborate this argument in the context of of e-learning systems. I propose an approach to the design of e-learning systems that I call the ecological approach. Moving from the open web to repositories of learning objects, I show how the ecological approach shows promise not only to allow information about learners actual interactions with learning objects to be naturally captured but also to allow it to be used in a multitude of ways to support learners and teachers in achieving their goals. In a phrase, the approach involves attaching models of learners to the learning objects they interact with, and then mining these models for patterns that are useful for various purposes. The ecological approach turns out to be highly suited to e-learning applications. It also has interesting implications for e-learning research, and perhaps even for research directions for semantic web research. Invited Commentary: Ramondt, L., Smith, T and Bradshaw, P. (2004) Commentary on: McCalla, G. (2004). The Ecological Approach to the Design of E-Learning Environments: Purpose-based Capture and Use of Information About Learners [PDF] Editors: Terry Anderson and Denise Whitelock.","ecological approach, semantic web, learning object repositories, learner modeling, collaborative filtering, data mining, clustering, Theory and practice of education, LB5-3640",""
"Journal Article","Ramondt L,Smith T,Bradshaw P","","Journal of Interactive Media in Education","2004","2004","1","","","","2004-05-01","","1365-893X","","https://search.ebscohost.com/login.aspx?direct=true&db=edsdoj&AN=edsdoj.3099b115314c5483622758ca677455&site=eds-live&scope=site&authtype=sso&custid=cjrlc016","Abstract: Gord McCalla's paper describes the development of a user-centred system that links and accrues individual learners' profiles, usage and ratings data to learning objects. This allows algorithms to identify and recommend those learning objects that are best tailored to a learner's purpose and learning style. He uses the concept of the ""ecological web"" as a metaphor for the evolutionary journey (birth, growth and death) of online learning objects from the moment that they are added, through their useful life as a resource, to their deletion once obsolete. Paper: McCalla, G. (2004). The Ecological Approach to the Design of E- Learning Environments Editors: Terry Anderson and Denise Whitelock.","ecological approach, semantic web, learning object repositories, learner modeling, collaborative filtering, data mining, clustering, Theory and practice of education, LB5-3640",""
