Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Article Title,Article Title - SciELO,Article Title - SciELO,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,Version,Version History,DOI,Book DOI,License Name,License URI,License Description,Early Access Date,Supplement,Document Type,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration,Abstract - Foreign,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,Language,Advisor,Committee Member,Copyright,Degree Name,Institution Address,Institution,Dissertation and Thesis Subjects,Author Keywords,Indexed Date,UT (Unique ID),Pubmed Id
J,"Ouf, Shimaa; Abd Ellatif, Mahmoud; Salama, S. E.; Helmy, Yehia",,,,"Ouf, Shimaa Mohamed Abd El-Hamied/J-4379-2019","Ouf, Shimaa Mohamed Abd El-Hamied/0000-0002-2048-0297",,,A proposed paradigm for smart learning environment based on semantic web,,,,,,,,COMPUTERS IN HUMAN BEHAVIOR,,,,72,,,,796,818,,,,10.1016/j.chb.2016.08.030,,,,,,,Article,JUL 2017,2017,"The current approaches of e-learning face challenges, in isolation of learners from learning process, and shortage of learning process quality. The researchers mentioned that the next generation of e-learning is e-learning ecosystem. E-learning ecosystem has many advantages, in which, learners form groups, collaborate with each other and with educators, and content designed for interaction. E-learning ecosystem faces some issues. It applies teacher-student model, in which, fixed learning pathway is considered suitable for all learners. Consequently, learners are presented with limited personalized materials. E-learning ecosystem needs to merge the personalization's concept. Semantic web ontology based personalization of learning environment plays a leading role to build smart e-learning ecosystem. This paper previews a detailed study which addresses research papers that apply ontology within learning environment. Most of these studies focus on personalizing e-learning by providing learners with suitable learning objects, ignoring the other learning process components. This paper proposes and implements framework for smart e-learning ecosystem using ontology and SWRL. A new direction is proposed. This direction fosters the creation of a separate four ontologies for the personalized full learning package which is composed of learner model and all the learning process components (learning objects, learning activities and teaching methods). (C) 2016 Elsevier Ltd. All rights reserved.",,,,,,,,,70,0,0,0,0,0,70,,,0747-5632,1873-7692,,,,,,,"Helwan Univ, Fac Commerce & Business Adm, Helwan, EgyptHelwan Univ, Fac Comp & Informat, Helwan, Egypt",,,,2017-06-06,WOS:000401395200076,
J,"Eglington, Luke G.; Pavlik, Philip I., Jr.",,,,,,,,How to Optimize Student Learning Using Student Models That Adapt Rapidly to Individual Differences,,,,,,,,INTERNATIONAL JOURNAL OF ARTIFICIAL INTELLIGENCE IN EDUCATION,,,,33,3,,,497,518,,,,10.1007/s40593-022-00296-0,,,,,JUN 2022,,Article,SEP 2023,2023,"An important component of many Adaptive Instructional Systems (AIS) is a 'Learner Model' intended to track student learning and predict future performance. Predictions from learner models are frequently used in combination with mastery criterion decision rules to make pedagogical decisions. Important aspects of learner models, such as learning rate and item difficulty, can be estimated from prior data. A critical function of AIS is to have students practice new content once the AIS predicts that they have 'mastered' current content or learned it to some criterion. For making this prediction, individual student parameters (e.g., for learning rate) are frequently unavailable due to having no prior data about a student, and thus population-level parameters or rules-of-thumb are typically applied instead. In this paper, we will argue and demonstrate via simulation and data analysis that even in best-case scenarios, learner models assuming equal learning rates for students will inevitably lead to systematic errors that result in suboptimal pedagogical decisions for most learners. This finding leads us to conclude that systematic errors should be expected, and mechanisms to adjust predictions to account for them should be included in AIS. We introduce two solutions that can adjust for student differences online in a running system: one that tracks systemic errors of the learner model (not the student) and adjusts accordingly, and a student-level performance adaptive feature. We demonstrate these solutions' efficacy and practicality on six large educational datasets and show that these features improved model accuracy in all tested datasets.",,,,,,,,,0,0,0,0,0,0,0,,,1560-4292,1560-4306,,,,,,,"Amplify Educ Inc, Brooklyn, NY 11201 USAUniv Memphis, Inst Intelligent Syst, Memphis, TN 38152 USA",Amplify Educ Inc,,,2022-06-29,WOS:000814014700001,
J,"Jeremic, Z.; Jovanovic, J.; Gasevic, D.",,,,"Gasevic, Dragan/AAT-3909-2020; Jovanovic, Jelena/AAL-1835-2021","Gasevic, Dragan/0000-0001-9265-1908;",,,Student modeling and assessment in intelligent tutoring of software patterns,,,,,,,,EXPERT SYSTEMS WITH APPLICATIONS,,,,39,1,,,210,222,,,,10.1016/j.eswa.2011.07.010,,,,,,,Article; Proceedings Paper,JAN 2012,2012,"This paper presents the design, implementation, and evaluation of a student model in DEPTHS (Design Pattern Teaching Help System), an intelligent tutoring system for learning software design patterns. There are many approaches and technologies for student modeling, but choosing the right one depends on intended functionalities of an intelligent system that the student model is going to be used in. Those functionalities often determine the kinds of information that the student model should contain. The student model used in DEPTHS is a result of combining two widely known modeling approaches, namely, stereotype and overlay modeling. The model is domain independent and can be easily applied in other learning domains as well. To keep student model update during the learning process, DEPTHS makes use of a knowledge assessment method based on fuzzy rules (i.e., a combination of production rules and fuzzy logics). The evaluation of DEPTHS performed with the aim of assessing the system's overall effectiveness and the accuracy of its student model, indicated several advantages of the DEPTHS system over the traditional approach to learning design patterns, and encouraged us to move on further with this research. (C) 2011 Elsevier Ltd. All rights reserved.",,,,,1st International Symposium on Computing in Science and Engineering1st International Symposium on Computing in Science and Engineering,"JUN 03-05, 2010JUN 03-05, 2010",,"Kusadasi, TURKEYKusadasi, TURKEY",53,0,0,0,1,0,53,,,0957-4174,1873-6793,,,,,,,"Univ Belgrade, FON Sch Business Adm, Belgrade 11000, SerbiaAthabasca Univ, Sch Comp & Informat Syst, Athabasca, AB, Canada",,,,2011-11-30,WOS:000296214900025,
J,"Zapata-Rivera, Diego",,,,"Zapata-Rivera, Diego/R-2936-2017","Zapata-Rivera, Diego/0000-0002-0620-7622",,,Open Student Modeling Research and its Connections to Educational Assessment,,,,,,,,INTERNATIONAL JOURNAL OF ARTIFICIAL INTELLIGENCE IN EDUCATION,,,,31,3,,,380,396,,,,10.1007/s40593-020-00206-2,,,,,OCT 2020,,Article,SEP 2021,2021,"Research in the area of Open Student Models (OSMs) has shown that external representations of the student model can be used to facilitate educational processes such as student reflection, knowledge awareness, learning, collaboration, negotiation, and student model diagnosis. OSMs can be integrated into existing learning systems or become a framework for the creation of learning systems. This paper discusses how early work with Jim Greer in the area of open student modeling has inspired and continues to inspire a line of research on innovative assessments and the design and evaluation of score report systems that are used to share assessment/student modeling information with various educational stakeholders to support learning. Several projects are discussed as well as their connections to my work with Jim while working at the ARIES laboratory.",,,,,,,,,9,0,0,0,0,0,9,,,1560-4292,1560-4306,,,,,,,"Educ Testing Serv, 661 Rosedale Rd, Princeton, NJ 08540 USA",,,,2020-10-15,WOS:000575764500001,
J,"Zinc, Othmane; Derouich, Aziz; Talbi, Abdennebi",,,,"AZIZ, DEROUICH/GRJ-0593-2022",,,,IMS Compliant Ontological Learner Model for Adaptive E-Learning Environments,,,,,,,,INTERNATIONAL JOURNAL OF EMERGING TECHNOLOGIES IN LEARNING,,,,14,16,,,97,119,,,,10.3991/ijet.v14i16.10682,,,,,,,Article,2019,2019,"It has been proven that adopting the one size fits one approach has better learning outcomes than the one size fits all one. A customized learning experience is attainable with the use of learner models, the main source of variability, in adaptive educational hypermedia systems or any intelligent learning environment. While such a model includes a large number of characteristics which can be difficult to incorporate and use, several standards that were developed to overcome these complexities.In this paper, the proposed work intents to improve learner's model representation to meet the requirements and needs of adaptation. We took IMS-LIP, IMS-ACCLIP and IMS-RDCEO standards into consideration and incorporated their characteristics to our proposed learner model so that it conforms to international standards. Moreover, the suggested learner model takes advantage of the semantic web technologies that offer a better data organization, indexing and management and ensures the reusability, the interoperability and the extensibility of this model. Furthermore, due to the use of ontologies, the metadata about a learner can be used by a wide range of personalization techniques to provide more accurate customization.",,,,,,,,,3,0,0,0,0,1,3,,,1863-0383,,,,,,,,"Sidi Mohamed Ben Abdallah Univ, Dept Elect Engn & Comp Sci, Higher Sch Technol, Fes, MoroccoSidi Mohamed Ben Abdallah Univ, Dept Mech & Ind Engn & Ind Maintenance, Higher Sch Technol, Fes, Morocco",,,,2019-09-17,WOS:000483967300007,
J,"Kerly, Alice; Hall, Phil; Bull, Susan",,,,"Bull, Susan/G-4362-2016","Bull, Susan/0000-0003-1515-6641; Bull, Susan/0000-0002-1779-528X",,,Bringing chatbots into education: Towards natural language negotiation of open learner models,,,,,,,,KNOWLEDGE-BASED SYSTEMS,,,,20,2,SI,,177,185,,,,10.1016/j.knosys.2006.11.014,,,,,,,Article; Proceedings Paper,MAR 2007,2007,"There is an extensive body of work on Intelligent Tutoring Systems: computer environments for education, teaching and training that adapt to the needs of the individual learner. Work on personalisation and adaptivity has included research into allowing the student user to enhance the system's adaptivity by improving the accuracy of the underlying learner model. Open Learner Modelling, where the system's model of the user's knowledge is revealed to the user, has been proposed to support student reflection oil their learning. Increased accuracy of the learner model can be obtained by the student and system jointly negotiating the learner model. We present the initial investigations into a system to allow people to negotiate the model of their understanding of a topic in natural language. This paper discusses the development and capabilities of both conversational agents (or chatbots) and Intelligent Tutoring Systems, in particular Open Learner Modelling. We describe a Wizard-of-Oz experiment to investigate the feasibility of using a chatbot to support negotiation, and conclude that a fusion of the two fields can lead to developing negotiation techniques for chatbots and the enhancement of the Open Learner Model. This technology, if successful, could have widespread application in schools, universities and other training scenarios. (c) 2006 Elsevier B.V. All rights reserved.",,,,,26th SGAI International Conference on Innovative Techniques and Applications of Artificial Intelligence26th SGAI International Conference on Innovative Techniques and Applications of Artificial Intelligence,"DEC 11-13, 2006DEC 11-13, 2006","British Comp Soc, Specialist Grp Artificial Intelligence; European Co Ordinating Comm Artificial IntelligenceBritish Comp Soc, Specialist Grp Artificial Intelligence; European Co Ordinating Comm Artificial Intelligence","Cambridge, ENGLANDCambridge, ENGLAND",109,0,0,2,0,0,113,,,0950-7051,1872-7409,,,,,,,"Univ Birmingham, Birmingham B15 2TT, W Midlands, EnglandElzware Ltd, Bristol BS3 4NY, Avon, England",Elzware Ltd,,,2007-03-01,WOS:000245198900010,
S,"Chrysafiadi, Konstantina; Virvou, Maria","Chrysafiadi, K; Virvou, M",,,"VIRVOU, Maria/AAR-1415-2021; Chrysafiadi, Konstantina/AAR-2315-2021; Tsihrintzis, George/AAR-1626-2021",,,,A Novel Hybrid Student Model for Personalized Education,,,,,,,,ADVANCES IN PERSONALIZED WEB-BASED EDUCATION,,Intelligent Systems Reference Library,,78,,,,61,90,,,,10.1007/978-3-319-12895-5_3,10.1007/978-3-319-12895-5,,,,,,Article; Book Chapter,2015,2015,"The goal of each web-based educational system is to offer effective learning such as real-classroom education and further more. To achieve this goal, the web-based educational system has to adapt dynamically to each individual student's needs and preferences. A solution to this is the student model, which allows the understanding and identification of each individual student's needs. In this chapter a novel student model, which is called F.O.S., is presented. F.O.S. combines three different student modeling approaches. It combines an overlay model with stereotypes and a rule-based mechanism. Furthermore, F.O.S. has been fully implemented in a web-based educational application, which teaches the programming language 'C'. The particular hybrid student model allows each individual learner to complete the training program in her/his own learning pace and abilities.",,,,,,,,,4,0,0,0,0,0,4,,,1868-4394,1868-4408,978-3-319-12895-5; 978-3-319-12894-8,,,,,,"Univ Piraeus, Dept Informat, Piraeus, Greece",,,,2015-09-01,WOS:000357420700004,
J,"Yang, Chunsheng; Chiang, Feng-Kuang; Cheng, Qiangqiang; Ji, Jun",,,,"Yang, Chunsheng/HOA-5482-2023","Chiang, Feng-Kuang/0000-0002-6010-6048",,,Machine Learning-Based Student Modeling Methodology for Intelligent Tutoring Systems,,,,,,,,JOURNAL OF EDUCATIONAL COMPUTING RESEARCH,,,,59,6,,,1015,1035,735633120986256,,,10.1177/0735633120986256,,,,,JAN 2021,,Article,OCT 2021,2021,"Machine learning-based modeling technology has recently become a powerful technique and tool for developing models for explaining, predicting, and describing system/human behaviors. In developing intelligent education systems or technologies, some research has focused on applying unique machine learning algorithms to build the ad-hoc student models for specific educational systems. However, systematically developing the data-driven student models from the educational data collected over prior educational experiences remains a challenge. We proposed a systematic and comprehensive machine learning-based modeling methodology to develop high-performance predictive student models from the historical educational data to address this issue. This methodology addresses the fundamental modeling issues, from data processing, to modeling, to model deployment. The said methodology can help developing student models for intelligent educational systems. After a detailed description of the proposed machine learning-based methodology, we introduce its application to an intelligent navigation tutoring system. Using the historical data collected in intelligent navigation tutoring systems, we conduct large-scale experiments to build the student models for training systems. The preliminary results proved that the proposed methodology is useful and feasible in developing the high-performance models for various intelligent education systems.",,,,,,,,,3,0,0,0,0,0,3,,,0735-6331,1541-4140,,,,,,,"Natl Res Council Canada, Digital Technol, Ottawa, ON, CanadaShanghai Normal Univ, Coll Educ, Shanghai, Peoples R ChinaShanghai Normal Univ, Coll Educ, Dept Educ Technol, 100 Guilin Rd, Shanghai 200234, Peoples R ChinaNanchang Hangkong Univ, Sch Measuring & Opt Engn, Nanchang, Jiangxi, Peoples R China",,,,2021-02-08,WOS:000610361700001,
J,"Karaci, Abdulkadir",,,,,"Karaci, Abdulkadir/0000-0002-2430-1372",,,Intelligent tutoring system model based on fuzzy logic and constraint-based student model,,,,,,,,NEURAL COMPUTING & APPLICATIONS,,,,31,8,,,3619,3628,,,,10.1007/s00521-017-3311-2,,,,,,,Article,AUG 2019,2019,"A model for an intelligent tutoring system (ITS) that uses fuzzy logic and a constraint-based student model (CBM) is proposed. The goal of the ITS is to teach the use of punctuation in Turkish. The proposed ITS includes two student models, i.e., an overlay student model and a CBM. The student modeler in the CBM records each mistake a student make when answering questions in the system. Immediate feedback and hints are provided based on the recorded mistakes. In addition, moreover the level of students' learning of the usage of punctuation marks is determined and overlay student model is updated according to the mistakes. If the student cannot provide the correct answer relative to the desired learning level after a specified number of attempts, this information is recorded by the overlay student model. Students can study the pages and attempt to answer the questions again. For determining the level of learning MYCIN certainty factor, the number of times the student takes for answering the question and fuzzy logic decision system are used. Crowded classes make it difficult for teachers to evaluate all student answers and provide individual feedback. The proposed ITS identifies student mistakes and provides feedback immediately. In addition, the ITS analyzes mistakes to determine the student's learning gaps relative to specific topics and concepts. Learning to use punctuation correctly is valuable; thus, the proposed ITS model is important and worthwhile.",,,,,,,,,21,0,53,0,3,1,69,,,0941-0643,1433-3058,,,,,,,"Univ Kastamonu, Fac Engn & Architecture, Dept Comp Engn, Kastamonu, Turkey",,,,2019-10-04,WOS:000485922300028,
J,"Bull, Susan",,,,,"Bull, Susan/0000-0002-1779-528X",,,Negotiated learner modelling to maintain today's learner models.,,,,,,,,Research and practice in technology enhanced learning,,,,11,1,,,10,10,,,,10.1186/s41039-016-0035-3,,,,,,,Journal Article,2016,2016,"Today's technology-enabled learning environments are becoming quite different from those of a few years ago, with the increased processing power as well as a wider range of educational tools. This situation produces more data, which can be fed back into the learning process. Open learner models have already been investigated as tools to promote metacognitive activities, in addition to their potential for maintaining the accuracy of learner models by allowing users to interact directly with them, providing further data for the learner model. This paper suggests the use of negotiated open learner models as a means to both maintain the accuracy of learner models comprising multiple sources of data and prompt learner reflection during this model discussion process.",,,,,,,,,17,0,0,0,0,0,17,,,,1793-7078,,,,,,,"Institute of Education, University College London, London, UK.",,,,2016-01-01,MEDLINE:30613243,30613243
J,"Cocea, Mihaela; Magoulas, George D.",,,,"Magoulas, George/D-5597-2014","Magoulas, George/0000-0003-1884-0772; Haig, Ella/0000-0002-5617-1779",,,Participatory Learner Modelling Design: A methodology for iterative learner models development,,,,,,,,INFORMATION SCIENCES,,,,321,,,,48,70,,,,10.1016/j.ins.2015.05.032,,,,,,,Article,NOV 10 2015,2015,"Learner models are built to offer personalised solutions related to learning. They are often developed in parallel to the development of adaptive learning systems and thus, linked to the system's development. The adaptive learning systems literature reports numerous accounts of learner model development, but there are no reports on the methodological aspects of developing learner models and the relation between the development of the learner model component and the rest of the system. This paper presents the Participatory Learner Modelling Design methodology, which outlines the steps for learner model development and their relation to the development of the system. The methodology is illustrated with a case study of an adaptive educational system. (C) 2015 Elsevier Inc. All rights reserved.",,,,,,,,,5,0,0,0,0,0,5,,,0020-0255,1872-6291,,,,,,,"Univ Portsmouth, Sch Comp, Portsmouth P01 3HE, Hants, EnglandUniv London Birkbeck Coll, London Knowledge Lab, London WC1E 7HX, England",,,,2015-09-02,WOS:000359502700004,
J,"Tsiriga, V; Virvou, M",,,,"VIRVOU, Maria/AAR-1415-2021; Tsihrintzis, George/AAR-1626-2021",,,,A framework for the initialization of student models in Web-based intelligent tutoring systems,,,,,,,,USER MODELING AND USER-ADAPTED INTERACTION,,,,14,4,,,289,316,,,,10.1023/B:USER.0000043396.14788.cc,,,,,,,Article,2004,2004,"Initializing a student model for individualized tutoring in educational applications is a difficult task, since very little is known about a new student. On the other hand, fast and efficient initialization of the student model is necessary. Otherwise the tutoring system may lose its credibility in the first interactions with the student. In this paper we describe a framework for the initialization of student models in Web-based educational applications. The framework is called ISM. The basic idea of ISM is to set initial values for all aspects of student models using an innovative combination of stereotypes and the distance weighted k-nearest neighbor algorithm. In particular, a student is first assigned to a stereotype category concerning her/ his knowledge level of the domain being taught. Then, the model of the new student is initialized by applying the distance weighted k-nearest neighbor algorithm among the students that belong to the same stereotype category with the new student. ISM has been applied in a language learning system, which has been used as a test-bed. The quality of the student models created using ISM has been evaluated in an experiment involving classroom students and their teachers. The results from this experiment showed that the initialization of student models was improved using the ISM framework.",,,,,,,,,30,0,0,0,2,1,31,,,0924-1868,1573-1391,,,,,,,"Univ Piraeus, Dept Informat, Piraeus 18534, Greece",,,,2004-01-01,WOS:000224158800001,
J,"Ali, Jameel; Sorvari, Anne; Henry, Sharon; Kortbeek, John; Tremblay, Lorraine",,,,"Kortbeek, John B/AAO-5298-2020",,,,The Advanced Trauma Operative Management course-a two student to one faculty model,,,,,,,,JOURNAL OF SURGICAL RESEARCH,,,,184,1,,,551,555,,,,10.1016/j.jss.2013.03.019,,,,,,,Article,SEP 2013,2013,"Background: The internationally recognized Advanced Trauma Operative Management (ATOM) course uses a 1: 1 student-to-faculty teaching model. This study examines a two student to one faculty ATOM teaching model.Materials and methods: We randomly assigned 16 residents to four experienced ATOM faculty members. Half started with the one-student model and the other half with the two-student model and then switched using the same faculty. Students and faculty completed forms on the educational value of the two models (1 very poor; 2 poor; 3 average; 4 good; and 5 excellent) and identified educational preferences and recommendations.Results: We assigned educational values for the 13 procedures as follows: All faculty rated the one-student model as excellent; six members rated the two-student model as excellent, and seven as good. Students rated 50%-75% as excellent and 12%-44% as good for the two-student model, and 56%-81% as excellent and 12%-44% as good for the one-student model. Given resource constraints, all faculty and 88% of students preferred the two-student model. With no resource constraints, 75% of students and 50% of faculty chose the two-student model. All faculty and students rated both models acceptable. Overall, 81% of students and 50% of faculty rated the two-student model better. All faculty members recommended that the models be optional; 94% of students recommended that they be either optional (50%) or a two-student model (44%). Performing or assisting on each procedure twice was considered an advantage of the two-student model.Conclusions: The two-student teaching model was acceptable and generally preferred in this study. With appropriately trained faculty and students, the two-student model is feasible and should result in less animal usage and possibly wider promulgation. (C) 2013 Elsevier Inc. All rights reserved.",,,,,,,,,4,0,0,0,0,0,4,,,0022-4804,,,,,,,,"Univ Toronto, Dept Surg, Toronto, ON M5C 1R6, CanadaUniv Maryland, Med Ctr, Trauma Dept, Baltimore, MD 21201 USAUniv Calgary, Dept Surg, Calgary, AB, Canada",,,,2013-11-07,WOS:000323609400089,23541174
S,"Bull, Susan; Mabbott, Andrew",,,,"Bull, Susan/G-4362-2016","Bull, Susan/0000-0003-1515-6641; Bull, Susan/0000-0002-1779-528X","Ikeda, M; Ashley, KD; Chan, TW",,20000 inspections of a domain-independent open learner model with individual and comparison views,,,,,,,,"INTELLIGENT TUTORING SYSTEMS, PROCEEDINGS",,Lecture Notes in Computer Science,,4053,,,,422,432,,,,,,,,,,,Article; Proceedings Paper,2006,2006,"This paper introduces a domain-independent open learner model with multiple simple views on individual learner model data. Learners can also compare their knowledge level to their peer group, and to instructor expectations for different stages of their course. The aim is to help learners identify their knowledge, difficulties and misconceptions; prompt reflection on their knowledge and learning; and facilitate planning. We present a study of OLMlets in 4 university courses, with 114 users making over 20000 learner model inspections.",,,,,8th International Conference on Intelligent Tutoring Systems8th International Conference on Intelligent Tutoring Systems,"JUN 26-30, 2006JUN 26-30, 2006",Natl Sci Council; Minist Educ; Taipei City Govt; Natl Sci & Technol Program e-Learning; Taiwanese Assoc Artificial IntelligenceNatl Sci Council; Minist Educ; Taipei City Govt; Natl Sci & Technol Program e-Learning; Taiwanese Assoc Artificial Intelligence,"Jhongli, TAIWANJhongli, TAIWAN",17,0,0,0,0,0,17,,,0302-9743,1611-3349,3-540-35159-0,,,,,,"Univ Birmingham, Birmingham B15 2TT, W Midlands, England",,,,2006-01-01,WOS:000239477100042,
J,"Rose, Carolyn P.; McLaughlin, Elizabeth A.; Liu, Ran; Koedinger, Kenneth R.",,,,,"Rose, Carolyn/0000-0003-1128-5155",,,Explanatory learner models: Why machine learning (alone) is not the answer,,,,,,,,BRITISH JOURNAL OF EDUCATIONAL TECHNOLOGY,,,,50,6,,,2943,2958,,,,10.1111/bjet.12858,,,,,AUG 2019,,Article,NOV 2019,2019,"Using data to understand learning and improve education has great promise. However, the promise will not be achieved simply by AI and Machine Learning researchers developing innovative models that more accurately predict labeled data. As AI advances, modeling techniques and the models they produce are getting increasingly complex, often involving tens of thousands of parameters or more. Though strides towards interpretation of complex models are being made in core machine learning communities, it remains true in these cases of black box modeling that research teams may have little possibility to peer inside to try understand how, why, or even whether such models will work when applied beyond the data on which they were built. Rather than relying on AI expertise alone, we suggest that learning engineering teams bring interdisciplinary expertise to bear to develop explanatory learner models that provide interpretable and actionable insights in addition to accurate prediction. We describe examples that illustrate use of different kinds of data (eg, click stream and discourse data) in different course content (eg, math and writing) and toward different goals (eg, improving student models and generating actionable feedback). We recommend learning engineering teams, shared infrastructure and funder incentives toward better explanatory learner model development that advances learning science, produces better pedagogical practices and demonstrably improves student learning. Practitioner Notes What is already known about this topic Researchers in learning analytics and educational data mining have been successful in creating innovative models of data that optimize prediction. Some of these models produce scientific or practical insights and fewer have been put into use and demonstrated to enhance student learning. What this paper adds We provide examples of development of explanatory models of learners that not only accurately predict data but also provide scientific insights and yield practical outcomes. In particular, researchers with expertise in cognitive science and math education content use AI-based data analytics to discover previously unrecognized barriers to geometry student learning. They use model-derived insights to redesign an online tutoring system and close-the-loop by experimentally demonstrating that the new system produces better student learning than the original. Implications for practice and/or policy We define explanatory learning models and provide an articulation of a process for generating them that involves interdisciplinary teams employing human-computer interaction and learning engineering methods. Based on our experiences, we recommend learning engineering teams, shared infrastructure and funder incentives toward better explanatory learner model development that advances learning science, produces better pedagogical practices and demonstrably improves student learning.",,,,,,,,,38,0,0,0,1,1,38,,,0007-1013,1467-8535,,,,,,,"Carnegie Mellon Univ, Language Technol & Human Comp Interact, Sch Comp Sci, Pittsburgh, PA 15201 USACarnegie Mellon Univ, Pittsburgh, PA 15201 USAMARi, Washington, DC USACarnegie Mellon, Comp Sci, Pittsburgh, PA USA",MARi,,,2019-08-13,WOS:000481105900001,
